transport_mode,km_per_month,flights_per_year,electricity_kwh,energy_source,heating_type,diet_type,food_source,food_waste_level,waste_kg,recycling,shopping_spend,co2_monthly_kg,emission_tier
car_electric,254.9,0,227.9,coal,gas,omnivore,mixed,low,25.4,none,254.5,490.33,moderate
train,339.2,2,166.4,mixed,gas,omnivore,imported,high,43.1,most,319.4,594.9,high
train,156.5,0,141.1,mixed,gas,omnivore,mixed,low,25.8,most,78.8,318.22,low
train,408.4,1,64.0,renewable,gas,vegetarian,mixed,high,25.4,most,87.6,234.63,low
car_diesel,406.3,0,349.9,mixed,none,meat_heavy,mixed,medium,31.1,most,114.9,437.95,moderate
cycle,260.7,3,322.4,mixed,electric,vegetarian,mixed,low,25.8,none,257.3,408.69,moderate
train,336.6,1,519.5,coal,gas,omnivore,mixed,medium,23.2,most,37.3,514.71,high
cycle,489.3,3,194.4,renewable,gas,vegetarian,local,low,16.9,some,48.0,211.95,low
car_petrol,299.7,1,187.8,coal,electric,meat_heavy,imported,low,27.2,most,143.2,583.1,high
car_diesel,437.4,2,216.9,mixed,gas,meat_heavy,mixed,medium,23.1,some,178.4,601.56,high
train,205.0,3,148.2,renewable,electric,omnivore,mixed,medium,41.3,none,121.5,355.45,low
car_petrol,323.8,0,270.9,mixed,gas,omnivore,mixed,medium,24.4,some,26.6,428.14,moderate
car_electric,714.6,3,318.5,coal,gas,omnivore,mixed,medium,25.6,most,131.6,619.13,high
car_petrol,217.4,3,410.8,coal,gas,vegetarian,mixed,low,2.0,some,53.8,551.99,high
train,862.6,1,183.9,mixed,gas,vegetarian,imported,medium,25.1,most,95.3,368.17,low
car_petrol,228.6,0,272.4,mixed,electric,meat_heavy,imported,low,16.9,most,77.5,487.35,moderate
bus,348.3,0,112.4,mixed,none,vegetarian,local,medium,25.5,most,62.9,165.29,low
car_electric,331.2,2,285.4,mixed,gas,vegetarian,mixed,medium,10.3,some,70.5,347.53,low
car_diesel,384.7,0,113.6,mixed,electric,meat_heavy,local,high,24.3,none,449.3,584.62,high
train,1135.6,2,357.9,mixed,oil,vegetarian,mixed,low,30.0,some,61.0,417.97,moderate
bus,683.2,0,397.5,coal,oil,omnivore,local,medium,31.2,none,175.1,645.69,high
bus,351.1,1,155.8,mixed,gas,omnivore,mixed,low,34.9,most,148.1,418.15,moderate
car_petrol,671.5,1,83.1,mixed,electric,meat_heavy,local,high,27.5,none,147.2,548.93,high
car_diesel,304.0,2,196.7,coal,electric,omnivore,mixed,high,38.7,none,42.7,582.37,high
car_petrol,321.3,1,392.3,mixed,electric,meat_heavy,local,high,23.6,some,91.2,478.97,moderate
train,754.7,1,266.5,mixed,electric,meat_heavy,local,low,28.3,none,72.3,390.93,low
car_diesel,586.8,2,285.3,mixed,electric,omnivore,mixed,low,30.2,some,126.4,497.91,moderate
cycle,710.9,0,275.6,renewable,gas,omnivore,mixed,low,13.5,most,44.5,194.13,low
car_petrol,510.8,2,162.1,mixed,none,vegetarian,imported,medium,31.3,some,158.2,385.38,low
car_diesel,540.5,2,264.2,mixed,gas,omnivore,mixed,high,35.2,some,52.7,524.21,high
bus,118.9,1,224.9,mixed,gas,meat_heavy,local,medium,19.7,none,138.4,445.56,moderate
car_petrol,319.0,6,264.6,renewable,electric,vegetarian,imported,low,21.3,none,194.2,448.38,moderate
car_petrol,276.9,2,203.6,renewable,oil,omnivore,mixed,low,35.5,some,76.6,336.22,low
car_diesel,609.1,0,388.1,coal,electric,meat_heavy,mixed,medium,5.4,some,106.2,574.87,high
train,444.0,0,189.1,coal,gas,omnivore,mixed,high,15.5,none,101.3,479.77,moderate
train,906.4,0,198.0,mixed,gas,meat_heavy,mixed,low,36.9,none,196.6,551.15,high
car_diesel,371.3,1,286.0,mixed,oil,omnivore,local,medium,17.1,some,121.3,416.07,moderate
bus,420.2,2,248.8,mixed,gas,vegan,mixed,medium,38.3,some,424.7,491.92,moderate
motorbike,673.3,0,256.1,mixed,oil,vegetarian,mixed,high,43.1,most,74.0,417.66,moderate
car_petrol,183.1,0,343.2,coal,gas,omnivore,local,high,37.9,most,61.9,535.54,high
car_diesel,389.1,1,156.3,coal,oil,meat_heavy,mixed,medium,28.7,some,126.7,606.33,high
car_petrol,676.0,0,249.9,mixed,gas,omnivore,imported,high,28.6,none,19.7,519.19,high
car_diesel,273.9,3,352.9,mixed,oil,omnivore,local,low,24.1,some,72.0,455.55,moderate
cycle,656.8,2,275.5,mixed,oil,omnivore,local,medium,35.2,some,113.6,404.69,moderate
bus,735.9,1,290.4,renewable,gas,vegetarian,local,medium,40.3,some,56.4,260.89,low
bus,980.8,6,439.3,renewable,gas,omnivore,mixed,low,17.7,most,72.8,416.91,moderate
cycle,354.6,4,197.1,coal,gas,meat_heavy,imported,high,26.6,none,170.2,823.25,high
cycle,232.5,2,279.1,mixed,none,omnivore,mixed,low,2.0,some,116.6,308.89,low
cycle,496.0,3,235.9,coal,electric,omnivore,mixed,medium,15.7,some,191.8,483.61,moderate
motorbike,1067.3,1,277.3,renewable,gas,omnivore,mixed,medium,34.5,some,152.4,408.52,moderate
cycle,731.8,0,357.0,mixed,oil,omnivore,mixed,low,37.6,some,284.8,477.64,moderate
car_petrol,380.8,3,76.6,mixed,gas,omnivore,local,high,26.6,some,46.8,470.52,moderate
train,667.8,6,58.3,mixed,electric,vegetarian,imported,medium,14.1,some,181.7,410.06,moderate
car_diesel,273.7,1,202.6,mixed,gas,vegetarian,mixed,medium,23.8,some,37.3,321.91,low
bus,465.0,2,350.1,renewable,gas,omnivore,mixed,low,24.4,none,50.9,313.42,low
car_petrol,486.9,2,149.2,mixed,gas,omnivore,mixed,high,27.1,none,105.3,484.27,moderate
train,798.0,0,139.3,mixed,oil,vegetarian,mixed,high,27.6,most,114.6,319.43,low
car_petrol,591.2,1,237.6,coal,gas,omnivore,local,low,36.3,most,303.0,640.81,high
car_petrol,897.4,2,305.5,mixed,electric,omnivore,mixed,medium,13.9,some,79.3,510.83,moderate
bus,598.1,0,166.8,mixed,none,meat_heavy,imported,medium,22.1,some,129.0,475.34,moderate
motorbike,595.3,0,251.9,coal,gas,omnivore,imported,medium,27.8,none,176.8,626.76,high
car_petrol,415.0,0,150.1,coal,electric,meat_heavy,mixed,low,32.4,some,326.8,633.53,high
bus,309.0,2,292.9,renewable,gas,omnivore,imported,medium,42.2,most,51.1,383.88,low
cycle,281.6,3,360.3,renewable,electric,omnivore,local,high,29.1,some,288.0,414.1,moderate
cycle,628.7,2,212.7,mixed,electric,vegan,local,low,33.5,most,51.8,219.86,low
cycle,204.6,2,311.7,coal,gas,vegetarian,mixed,medium,31.4,some,93.1,428.99,moderate
car_petrol,654.3,0,283.2,mixed,electric,omnivore,imported,high,17.2,most,72.6,555.07,high
bus,927.6,0,242.4,renewable,gas,meat_heavy,local,high,28.6,none,11.2,378.46,low
cycle,788.5,1,308.9,mixed,electric,vegetarian,mixed,low,26.2,some,96.5,297.65,low
train,534.3,3,349.1,mixed,gas,omnivore,local,high,57.0,none,156.9,554.79,high
bus,401.5,0,317.4,mixed,gas,meat_heavy,imported,high,45.0,some,129.8,738.28,high
car_petrol,288.2,2,257.8,renewable,none,meat_heavy,local,medium,32.1,most,192.7,400.63,moderate
car_petrol,332.2,2,332.5,renewable,gas,omnivore,local,high,28.5,some,85.3,373.62,low
car_petrol,429.6,3,238.4,mixed,electric,meat_heavy,local,low,22.3,some,48.7,457.19,moderate
car_petrol,404.0,2,217.6,coal,gas,vegetarian,local,medium,30.8,some,44.5,474.93,moderate
car_petrol,409.5,0,218.6,mixed,gas,meat_heavy,mixed,low,38.1,none,177.7,568.18,high
train,425.3,1,239.9,renewable,electric,meat_heavy,local,low,35.9,most,143.0,322.53,low
bus,203.1,1,202.9,mixed,none,omnivore,imported,high,25.1,none,106.6,415.87,moderate
bus,410.1,6,191.8,renewable,gas,vegan,local,high,22.3,most,113.4,287.31,low
motorbike,481.5,0,294.1,mixed,electric,omnivore,local,high,29.4,some,65.2,397.34,low
bus,758.9,4,166.8,coal,gas,meat_heavy,imported,medium,43.2,none,100.8,697.09,high
car_petrol,638.9,3,265.3,renewable,electric,meat_heavy,mixed,high,11.0,some,134.1,586.35,high
bus,264.3,0,283.9,mixed,gas,omnivore,mixed,medium,17.5,none,167.4,434.94,moderate
motorbike,609.6,3,170.6,mixed,gas,meat_heavy,imported,low,30.5,some,110.1,578.73,high
bus,299.8,0,211.8,mixed,electric,vegan,mixed,medium,30.0,most,51.6,231.36,low
cycle,303.1,3,211.2,coal,gas,meat_heavy,local,medium,45.5,some,204.3,617.96,high
motorbike,461.4,1,353.6,coal,electric,vegetarian,mixed,medium,25.9,some,151.6,469.89,moderate
train,813.8,0,144.1,coal,gas,meat_heavy,local,high,11.0,none,37.3,473.4,moderate
car_electric,546.5,1,114.2,mixed,electric,meat_heavy,mixed,high,33.0,most,107.5,488.25,moderate
bus,491.3,0,276.4,mixed,gas,omnivore,imported,low,4.0,some,103.9,435.77,moderate
train,349.1,3,405.1,mixed,gas,omnivore,local,medium,24.9,most,33.8,440.03,moderate
motorbike,747.7,1,358.8,mixed,gas,omnivore,mixed,high,20.2,most,87.4,488.97,moderate
cycle,278.2,2,251.6,coal,gas,vegan,local,medium,36.6,none,114.0,441.68,moderate
bus,265.0,0,172.4,coal,gas,omnivore,mixed,high,39.5,some,265.7,616.37,high
car_petrol,178.2,1,140.6,mixed,electric,vegan,mixed,medium,58.1,most,186.8,312.14,low
car_petrol,278.8,0,257.5,mixed,oil,omnivore,mixed,medium,35.7,most,192.2,460.46,moderate
car_petrol,329.6,3,67.9,mixed,electric,omnivore,mixed,low,33.9,some,65.2,366.82,low
bus,140.1,2,402.5,renewable,oil,vegan,local,low,12.3,most,137.9,196.17,low
cycle,263.8,0,270.6,mixed,gas,meat_heavy,mixed,low,25.2,none,44.9,405.16,moderate
car_diesel,250.2,0,141.5,mixed,gas,vegetarian,mixed,low,44.9,none,175.1,375.47,low
car_petrol,830.3,1,307.3,mixed,gas,vegetarian,local,medium,29.5,most,214.2,507.24,moderate
bus,333.9,3,342.3,mixed,electric,omnivore,mixed,medium,41.3,most,60.2,423.11,moderate
car_petrol,708.8,3,329.1,coal,oil,meat_heavy,mixed,medium,18.4,none,197.5,937.17,high
motorbike,161.5,0,169.3,mixed,oil,vegan,mixed,low,17.5,most,142.8,283.96,low
car_petrol,258.2,0,260.8,renewable,electric,vegetarian,local,high,17.9,some,113.1,249.12,low
car_petrol,282.6,0,261.4,mixed,gas,meat_heavy,mixed,medium,25.9,none,163.5,545.74,high
car_diesel,902.3,2,250.1,mixed,electric,vegan,local,medium,23.3,some,139.4,436.82,moderate
cycle,570.1,0,237.1,coal,gas,vegetarian,mixed,low,21.7,none,154.1,398.75,low
car_electric,617.3,2,238.6,mixed,electric,omnivore,imported,medium,30.2,some,105.1,497.56,moderate
motorbike,474.0,1,253.4,coal,gas,omnivore,local,medium,12.9,some,125.7,479.97,moderate
bus,311.4,1,161.8,coal,electric,meat_heavy,local,low,26.3,some,120.0,425.62,moderate
car_petrol,733.1,0,287.4,coal,electric,omnivore,local,high,19.0,none,204.5,597.61,high
bus,525.2,2,298.8,coal,gas,meat_heavy,local,medium,20.1,none,159.1,625.08,high
car_petrol,534.6,1,254.3,coal,gas,omnivore,mixed,low,37.2,most,97.1,635.52,high
train,1266.5,3,452.6,renewable,electric,omnivore,imported,high,25.6,none,24.7,461.3,moderate
car_petrol,262.3,4,319.7,renewable,gas,omnivore,imported,medium,31.9,some,146.4,520.07,high
car_diesel,316.2,4,332.0,coal,gas,omnivore,mixed,low,31.0,none,159.6,650.04,high
car_petrol,484.0,0,251.6,renewable,gas,omnivore,mixed,medium,31.5,none,107.3,369.78,low
car_petrol,379.0,0,244.9,mixed,oil,omnivore,mixed,medium,22.3,some,202.1,530.01,high
motorbike,488.8,3,309.3,coal,electric,vegan,mixed,low,14.4,some,160.0,494.29,moderate
car_electric,856.4,0,248.2,coal,oil,vegetarian,local,low,7.2,most,46.2,405.72,moderate
car_diesel,445.4,0,255.2,coal,gas,vegan,mixed,medium,43.0,some,76.3,436.26,moderate
bus,463.4,3,182.0,mixed,gas,vegan,mixed,medium,22.7,most,200.0,406.38,moderate
car_petrol,407.3,10,282.9,mixed,gas,vegan,local,low,18.5,none,164.3,602.02,high
car_petrol,367.5,6,215.2,coal,gas,omnivore,mixed,low,37.6,some,105.2,687.84,high
cycle,659.2,1,191.6,mixed,electric,omnivore,local,medium,13.4,none,113.4,318.33,low
car_petrol,621.9,3,249.5,mixed,gas,omnivore,imported,medium,22.3,most,42.6,588.88,high
cycle,943.8,1,286.5,mixed,oil,omnivore,imported,high,33.4,most,155.1,495.51,moderate
train,1245.8,0,190.6,mixed,electric,vegan,local,high,15.9,most,119.2,241.58,low
car_diesel,245.8,1,211.3,renewable,oil,meat_heavy,mixed,medium,24.2,some,127.6,412.04,moderate
bus,537.4,6,259.0,mixed,gas,meat_heavy,mixed,medium,18.0,some,191.3,652.3,high
bus,603.0,1,429.1,mixed,none,vegetarian,mixed,high,35.3,some,63.9,363.81,low
car_electric,235.5,3,197.6,mixed,electric,omnivore,mixed,high,22.7,most,237.8,492.83,moderate
car_diesel,387.2,1,218.0,mixed,gas,meat_heavy,mixed,medium,18.6,some,133.9,538.01,high
car_diesel,432.3,2,209.7,renewable,gas,omnivore,imported,low,21.8,some,75.5,367.67,low
bus,658.0,0,353.4,mixed,gas,meat_heavy,local,medium,29.7,none,106.3,430.05,moderate
car_petrol,357.6,0,251.0,mixed,gas,omnivore,mixed,medium,23.6,most,61.5,421.83,moderate
bus,264.9,0,205.4,coal,electric,vegetarian,mixed,medium,42.5,most,103.8,338.48,low
bus,970.8,0,233.9,mixed,gas,meat_heavy,local,medium,37.0,none,145.3,540.72,high
bus,232.5,0,210.2,mixed,oil,meat_heavy,local,low,11.9,some,146.5,373.4,low
cycle,451.7,3,241.9,coal,electric,omnivore,mixed,low,47.1,most,65.5,437.16,moderate
car_petrol,899.7,1,180.6,coal,gas,omnivore,mixed,medium,27.4,none,89.4,616.72,high
cycle,356.0,2,150.8,renewable,electric,vegetarian,mixed,low,46.0,most,116.8,222.27,low
cycle,552.7,0,389.5,mixed,electric,vegetarian,local,medium,31.9,most,282.6,299.88,low
car_electric,534.4,0,229.4,coal,gas,meat_heavy,mixed,high,24.4,some,193.2,619.1,high
car_diesel,257.4,10,366.3,mixed,none,omnivore,mixed,medium,41.3,some,174.1,637.81,high
cycle,229.2,2,208.6,mixed,electric,vegan,imported,low,13.8,some,86.9,242.45,low
motorbike,187.0,10,147.6,mixed,none,omnivore,local,low,27.2,most,158.6,461.6,moderate
motorbike,786.6,0,259.6,mixed,electric,vegetarian,local,low,5.0,most,182.8,363.18,low
car_petrol,660.9,0,289.2,mixed,oil,omnivore,mixed,medium,26.9,most,193.9,548.72,high
car_diesel,330.5,0,224.6,renewable,none,vegetarian,mixed,low,28.4,some,26.3,183.05,low
car_electric,603.6,4,249.1,coal,none,meat_heavy,imported,low,9.6,some,84.8,491.79,moderate
train,533.5,6,131.0,mixed,electric,omnivore,mixed,low,24.7,some,141.2,448.99,moderate
bus,514.6,2,252.6,coal,gas,vegetarian,mixed,high,18.6,some,111.5,515.96,high
car_petrol,708.7,4,259.7,mixed,oil,omnivore,imported,high,47.2,none,120.2,737.27,high
motorbike,503.3,0,288.0,mixed,gas,omnivore,mixed,low,35.7,none,60.5,409.19,moderate
car_petrol,171.7,4,118.7,renewable,oil,omnivore,local,high,32.4,some,45.3,374.26,low
bus,171.8,2,223.9,mixed,gas,vegetarian,local,medium,36.0,most,234.4,387.59,low
train,171.6,1,243.1,coal,gas,omnivore,mixed,medium,19.2,some,95.6,458.93,moderate
cycle,460.5,2,276.9,mixed,electric,meat_heavy,local,low,46.6,none,49.4,476.48,moderate
train,236.0,0,230.0,renewable,gas,omnivore,mixed,low,36.5,most,145.1,282.64,low
car_petrol,193.9,0,155.8,mixed,gas,vegetarian,local,low,7.9,most,51.5,252.22,low
cycle,357.8,3,226.2,coal,electric,vegetarian,mixed,high,36.5,most,70.7,413.98,moderate
bus,366.0,1,131.8,mixed,gas,meat_heavy,local,medium,38.2,some,129.7,447.45,moderate
motorbike,332.6,2,172.1,mixed,oil,omnivore,mixed,low,28.9,none,111.4,471.22,moderate
car_diesel,360.7,2,260.9,mixed,gas,omnivore,imported,low,43.9,some,82.0,521.81,high
cycle,326.7,6,311.5,mixed,none,meat_heavy,imported,low,29.7,most,24.9,494.62,moderate
cycle,618.3,1,275.7,coal,gas,omnivore,mixed,medium,16.7,some,93.9,456.11,moderate
train,386.4,0,326.2,renewable,gas,vegetarian,local,low,28.6,some,177.9,216.54,low
car_petrol,365.9,4,113.8,renewable,electric,omnivore,mixed,low,19.6,some,130.7,414.9,moderate
bus,615.4,4,212.1,renewable,none,omnivore,local,medium,31.9,some,160.3,411.36,moderate
bus,620.4,0,170.3,mixed,gas,vegan,mixed,high,36.7,some,67.7,307.55,low
bus,562.8,0,276.1,mixed,none,omnivore,mixed,medium,32.3,some,61.2,303.15,low
car_petrol,259.8,1,102.8,mixed,oil,vegan,mixed,low,29.0,some,109.8,340.86,low
bus,274.9,0,366.2,renewable,electric,omnivore,mixed,medium,34.2,most,126.6,304.67,low
cycle,449.9,1,271.6,renewable,gas,vegan,local,medium,11.1,none,128.0,161.21,low
train,198.3,4,203.5,coal,gas,omnivore,imported,low,20.7,most,184.3,540.56,high
train,514.9,3,455.9,mixed,gas,omnivore,mixed,low,37.1,some,139.8,530.8,high
car_diesel,643.9,2,187.7,coal,none,meat_heavy,local,medium,14.8,none,236.1,507.29,moderate
bus,386.7,0,277.8,coal,electric,meat_heavy,local,high,30.0,none,144.2,553.16,high
cycle,714.8,3,344.5,mixed,oil,vegetarian,local,low,46.4,most,93.3,376.05,low
motorbike,420.8,0,396.1,mixed,oil,omnivore,mixed,low,33.9,some,183.5,500.23,moderate
car_diesel,261.0,2,362.0,coal,oil,vegan,mixed,low,41.4,none,162.7,558.26,high
cycle,414.6,0,231.7,coal,oil,meat_heavy,local,medium,42.0,none,198.9,531.59,high
train,213.8,4,450.9,coal,gas,vegetarian,mixed,medium,33.0,some,81.2,570.46,high
car_electric,451.0,1,336.1,renewable,oil,omnivore,mixed,medium,32.3,some,260.0,377.83,low
train,180.1,0,264.2,mixed,none,meat_heavy,local,medium,27.9,some,162.8,351.87,low
bus,717.7,0,277.3,mixed,none,meat_heavy,local,medium,20.6,most,222.1,380.21,low
car_diesel,230.7,1,215.5,mixed,gas,meat_heavy,imported,medium,41.3,some,149.4,607.65,high
bus,400.5,1,274.7,mixed,gas,omnivore,local,medium,25.1,some,37.1,392.67,low
motorbike,364.8,2,72.0,renewable,oil,omnivore,local,high,28.9,none,154.6,366.47,low
cycle,283.3,2,362.9,mixed,none,vegetarian,mixed,high,39.0,none,142.7,354.63,low
car_electric,298.1,1,206.0,mixed,gas,omnivore,mixed,low,37.1,most,81.2,371.45,low
cycle,349.3,6,337.1,coal,electric,omnivore,mixed,high,19.5,some,144.8,641.75,high
car_petrol,552.2,2,149.5,mixed,gas,omnivore,mixed,medium,36.3,some,31.2,476.16,moderate
car_diesel,238.3,2,271.5,mixed,oil,omnivore,local,medium,35.4,most,164.9,456.59,moderate
train,628.0,3,213.3,mixed,electric,meat_heavy,mixed,medium,39.1,some,66.0,462.56,moderate
car_petrol,374.8,0,305.2,renewable,electric,vegetarian,imported,high,16.6,some,99.9,273.16,low
cycle,515.4,0,349.6,coal,oil,omnivore,mixed,high,18.6,some,112.3,612.11,high
cycle,318.3,3,194.4,coal,gas,meat_heavy,mixed,medium,10.8,some,221.3,657.22,high
cycle,200.7,3,204.6,coal,gas,vegetarian,mixed,medium,12.4,most,225.3,466.91,moderate
bus,458.4,3,168.9,mixed,gas,vegan,imported,medium,24.2,most,18.3,320.71,low
cycle,564.9,4,203.9,mixed,gas,meat_heavy,mixed,low,13.9,most,193.3,469.15,moderate
car_electric,1155.5,1,224.7,coal,electric,omnivore,mixed,high,24.6,some,72.3,505.54,moderate
bus,495.7,3,266.5,mixed,gas,vegan,imported,medium,37.4,some,96.6,390.08,low
car_diesel,468.9,0,476.0,renewable,electric,omnivore,mixed,medium,39.2,none,230.2,442.77,moderate
motorbike,522.7,10,210.9,renewable,electric,vegan,mixed,low,11.0,some,156.5,416.63,moderate
motorbike,900.2,1,175.1,mixed,gas,meat_heavy,mixed,medium,19.2,none,32.1,491.79,moderate
bus,1090.5,0,260.2,coal,oil,meat_heavy,mixed,low,20.8,most,126.1,592.54,high
train,207.5,0,395.1,coal,electric,vegetarian,mixed,medium,36.9,most,57.5,368.43,low
train,950.2,3,314.7,coal,gas,omnivore,local,medium,16.4,some,153.5,596.19,high
train,493.3,2,319.6,renewable,electric,omnivore,local,high,32.3,none,107.9,339.95,low
car_electric,706.8,1,147.9,mixed,oil,vegetarian,mixed,medium,14.5,none,227.3,404.28,moderate
car_petrol,132.6,2,259.7,coal,oil,vegetarian,local,medium,28.2,none,157.6,572.18,high
bus,359.1,2,310.6,mixed,gas,vegetarian,mixed,high,44.5,most,53.4,388.28,low
car_petrol,579.7,0,281.0,renewable,gas,omnivore,local,medium,35.1,some,53.6,340.5,low
car_petrol,123.8,1,200.8,coal,gas,omnivore,mixed,high,20.2,most,78.7,527.72,high
cycle,568.4,10,356.7,mixed,gas,meat_heavy,mixed,medium,23.3,none,143.1,685.28,high
cycle,461.7,2,205.8,mixed,electric,meat_heavy,imported,high,13.3,some,175.2,572.23,high
car_petrol,898.1,3,261.2,mixed,electric,omnivore,mixed,medium,23.4,some,195.0,599.77,high
motorbike,594.6,0,20.0,mixed,gas,vegan,local,high,22.0,some,112.1,258.0,low
bus,412.7,3,154.1,renewable,gas,omnivore,local,high,38.1,some,132.0,386.8,low
car_electric,384.5,0,177.4,coal,gas,omnivore,local,low,44.5,some,73.6,373.88,low
car_petrol,526.4,2,220.9,mixed,none,meat_heavy,imported,medium,11.2,some,68.5,502.68,moderate
train,138.3,0,235.5,coal,gas,meat_heavy,mixed,low,46.8,some,279.2,616.21,high
bus,443.6,0,99.7,coal,none,omnivore,mixed,low,21.6,most,281.9,369.44,low
cycle,679.8,2,309.0,coal,gas,omnivore,local,medium,18.2,some,69.7,476.06,moderate
bus,431.2,3,251.2,coal,gas,omnivore,imported,low,34.6,some,99.1,606.66,high
car_petrol,743.1,1,324.9,mixed,oil,omnivore,mixed,high,13.4,some,109.6,615.33,high
cycle,226.0,2,120.5,mixed,gas,vegetarian,imported,high,7.5,none,331.7,476.2,moderate
car_diesel,906.3,0,187.0,renewable,gas,omnivore,mixed,low,2.0,most,97.0,352.45,low
car_petrol,303.0,6,315.5,mixed,gas,meat_heavy,mixed,medium,29.2,some,182.6,669.8,high
cycle,245.2,10,212.4,coal,electric,omnivore,mixed,medium,14.6,some,60.5,581.7,high
train,394.6,3,334.1,renewable,gas,vegan,imported,medium,25.4,some,254.1,323.28,low
car_petrol,302.5,4,189.2,mixed,gas,vegetarian,mixed,medium,16.7,most,116.9,415.78,moderate
car_petrol,432.8,2,169.8,coal,oil,vegan,mixed,medium,35.0,some,119.1,490.18,moderate
train,230.6,3,288.7,mixed,electric,omnivore,mixed,medium,35.6,some,110.6,413.87,moderate
car_electric,600.5,2,315.5,mixed,electric,omnivore,local,medium,15.4,some,82.4,341.47,low
train,389.5,1,375.5,coal,electric,vegetarian,mixed,low,12.5,most,45.4,392.53,low
car_diesel,447.8,2,132.0,coal,gas,vegetarian,mixed,high,24.9,some,91.6,506.79,moderate
car_petrol,87.7,4,20.0,mixed,gas,meat_heavy,mixed,low,23.4,most,96.8,414.57,moderate
car_electric,463.1,0,177.8,renewable,gas,omnivore,mixed,low,20.3,some,122.3,273.47,low
car_petrol,222.2,2,342.2,mixed,none,omnivore,imported,medium,26.1,some,128.7,471.33,moderate
motorbike,220.8,2,441.8,renewable,oil,vegetarian,mixed,medium,23.0,most,81.3,247.92,low
car_petrol,653.2,0,99.4,mixed,none,omnivore,mixed,medium,24.5,some,149.1,429.26,moderate
car_petrol,367.1,0,393.1,coal,oil,vegetarian,mixed,low,29.8,none,171.9,621.75,high
car_diesel,408.0,2,288.7,coal,electric,vegan,imported,high,22.6,some,229.4,533.37,high
car_petrol,434.8,1,330.6,renewable,none,meat_heavy,mixed,medium,42.0,most,154.4,431.65,moderate
car_petrol,378.6,2,264.9,mixed,none,omnivore,imported,low,18.7,some,266.5,459.8,moderate
car_petrol,562.6,4,274.4,coal,electric,vegan,local,medium,17.1,none,36.9,425.35,moderate
cycle,1012.0,10,457.9,mixed,oil,omnivore,mixed,medium,24.3,some,186.5,668.15,high
car_diesel,968.3,3,350.7,coal,none,omnivore,imported,low,28.7,some,91.0,616.78,high
car_diesel,1400.9,0,302.2,mixed,oil,vegan,imported,medium,20.5,some,135.3,577.01,high
bus,462.3,2,226.6,renewable,electric,omnivore,imported,high,25.6,none,80.0,434.62,moderate
car_diesel,724.2,4,101.6,renewable,gas,vegetarian,mixed,medium,31.7,none,232.1,461.74,moderate
car_petrol,414.2,3,20.0,mixed,oil,omnivore,local,low,38.5,most,14.7,435.18,moderate
train,329.4,1,296.0,mixed,gas,vegan,imported,high,23.8,none,151.8,378.19,low
cycle,366.6,0,294.3,renewable,electric,meat_heavy,local,high,15.2,some,315.1,402.36,moderate
motorbike,292.8,2,213.5,coal,gas,meat_heavy,mixed,medium,26.0,most,183.7,608.63,high
train,365.8,0,217.2,renewable,gas,omnivore,mixed,low,25.7,some,296.5,335.86,low
car_petrol,119.3,0,244.1,coal,gas,omnivore,local,medium,33.2,most,127.0,452.71,moderate
car_electric,587.5,0,296.6,mixed,gas,meat_heavy,mixed,medium,18.2,some,155.2,484.36,moderate
car_diesel,696.0,0,278.9,renewable,oil,omnivore,local,medium,26.5,some,300.4,423.17,moderate
train,871.0,2,251.0,coal,gas,meat_heavy,local,high,35.3,most,109.8,544.35,high
bus,639.7,3,416.1,mixed,electric,omnivore,mixed,low,10.5,some,135.5,515.46,high
cycle,761.0,0,283.2,mixed,none,vegetarian,local,medium,54.9,most,173.0,262.29,low
train,682.4,0,286.4,renewable,gas,omnivore,mixed,high,36.8,none,73.8,362.02,low
train,649.0,2,352.4,mixed,none,omnivore,mixed,high,25.4,some,88.1,423.13,moderate
bus,374.4,0,259.3,coal,oil,omnivore,local,medium,20.2,some,132.8,450.8,moderate
car_diesel,719.2,0,202.8,coal,none,vegan,local,medium,32.0,most,68.3,286.61,low
car_petrol,703.2,3,303.1,mixed,gas,meat_heavy,mixed,low,30.6,some,117.5,638.49,high
car_diesel,226.2,10,370.8,mixed,electric,omnivore,mixed,low,30.3,some,78.8,575.48,high
cycle,354.9,0,285.9,mixed,gas,omnivore,mixed,low,51.0,some,64.9,360.26,low
car_petrol,416.7,3,247.3,mixed,none,omnivore,mixed,low,35.6,some,56.9,390.73,low
car_petrol,426.9,2,314.6,mixed,gas,meat_heavy,imported,medium,30.2,some,119.4,647.05,high
car_petrol,456.8,3,388.6,mixed,gas,vegan,local,high,23.9,some,150.2,505.44,moderate
car_petrol,275.7,1,428.2,mixed,electric,vegetarian,local,medium,32.2,some,115.1,398.62,low
train,424.1,1,413.6,coal,none,vegetarian,imported,medium,30.1,some,87.7,369.0,low
bus,536.8,2,110.0,coal,oil,meat_heavy,mixed,medium,28.8,none,74.9,520.53,high
car_petrol,816.3,1,280.5,mixed,none,meat_heavy,local,high,29.1,some,98.2,582.85,high
car_petrol,416.5,1,388.0,renewable,none,meat_heavy,mixed,low,9.4,none,57.1,324.71,low
motorbike,403.2,2,159.3,mixed,gas,omnivore,mixed,high,34.9,most,346.0,577.33,high
car_electric,497.9,0,322.7,mixed,none,omnivore,local,high,3.1,most,168.1,291.98,low
